"Country","Country code","Survey year","Prevalence (%)","Substance","Recall period","Age","Sample size","Males (%)","Females (%)"
"Slovakia","SK",2023,0.1,"Amphetamines","Last month","All adults (15-64)",,0.1,0
"Slovakia","SK",2023,0.1,"Amphetamines","Last month","Young adults (15-34)",,0,0.1
"Slovakia","SK",2023,4.9,"Ecstasy","Lifetime","All adults (15-64)",,6.5,3.2
"Slovakia","SK",2023,8.3,"Ecstasy","Lifetime","Young adults (15-34)",,10.8,5.6
"Slovakia","SK",2023,1,"Ecstasy","Last year","All adults (15-64)",,1.4,0.5
"Slovakia","SK",2023,2.1,"Ecstasy","Last year","Young adults (15-34)",,2.9,1.3
"Slovakia","SK",2023,0.3,"Ecstasy","Last month","All adults (15-64)",,0.5,0.1
"Slovakia","SK",2023,0.5,"Ecstasy","Last month","Young adults (15-34)",,0.8,0.2
"Slovakia","SK",2023,1.5,"LSD","Lifetime","All adults (15-64)",,2,1
"Slovakia","SK",2023,2.7,"LSD","Lifetime","Young adults (15-34)",,3.6,1.6
"Slovakia","SK",2023,0.2,"LSD","Last year","All adults (15-64)",,0.4,0
"Slovakia","SK",2023,0.5,"LSD","Last year","Young adults (15-34)",,0.9,0.1
"Slovakia","SK",2023,0.1,"LSD","Last month","All adults (15-64)",,0.2,0
"Slovakia","SK",2023,0.2,"LSD","Last month","Young adults (15-34)",,0.3,0
"Slovakia","SK",2023,85.3,"Alcohol","Lifetime","All adults (15-64)",,87.8,82.6
"Slovakia","SK",2023,80.7,"Alcohol","Lifetime","Young adults (15-34)",,83.2,78
"Slovakia","SK",2023,69.8,"Alcohol","Last year","All adults (15-64)",,75.5,63.9
"Slovakia","SK",2023,67.2,"Alcohol","Last year","Young adults (15-34)",,70.9,63.1
"Slovakia","SK",2023,54.5,"Alcohol","Last month","All adults (15-64)",,62.9,45.8
"Slovakia","SK",2023,51.1,"Alcohol","Last month","Young adults (15-34)",,56,45.6
"Slovakia","SK",2023,53.6,"Tobacco","Lifetime","All adults (15-64)",,61.6,45.3
"Slovakia","SK",2023,49.2,"Tobacco","Lifetime","Young adults (15-34)",,54.1,43.8
"Slovakia","SK",2023,32.7,"Tobacco","Last year","All adults (15-64)",,40.2,25
"Slovakia","SK",2023,32.2,"Tobacco","Last year","Young adults (15-34)",,37.4,26.4
"Slovakia","SK",2023,29.9,"Tobacco","Last month","All adults (15-64)",,37.5,22.1
"Slovakia","SK",2023,28.3,"Tobacco","Last month","Young adults (15-34)",,33.3,22.7
"Slovenia","SI",2018,20.7,"Cannabis","Lifetime","All adults (15-64)",9161,24.7,16.5
"Slovenia","SI",2018,33.1,"Cannabis","Lifetime","Young adults (15-34)",3054,36.6,29.4
"Slovenia","SI",2018,5.9,"Cannabis","Last year","All adults (15-64)",9161,7.8,3.8
"Slovenia","SI",2018,12.3,"Cannabis","Last year","Young adults (15-34)",3054,15.3,9.1
"Slovenia","SI",2018,3,"Cannabis","Last month","All adults (15-64)",9161,4.3,1.6
"Slovenia","SI",2018,6.1,"Cannabis","Last month","Young adults (15-34)",3054,8.3,3.8
"Slovenia","SI",2018,2.7,"Cocaine","Lifetime","All adults (15-64)",9161,3.6,1.6
"Slovenia","SI",2018,4.5,"Cocaine","Lifetime","Young adults (15-34)",3054,5.7,3.3
"Slovenia","SI",2018,0.8,"Cocaine","Last year","All adults (15-64)",9161,1,0.5
"Slovenia","SI",2018,1.8,"Cocaine","Last year","Young adults (15-34)",3054,2.3,1.2
"Slovenia","SI",2018,0.3,"Cocaine","Last month","All adults (15-64)",9161,0.4,0.2
"Slovenia","SI",2018,0.7,"Cocaine","Last month","Young adults (15-34)",3054,1,0.4
"Slovenia","SI",2018,2.3,"Amphetamines","Lifetime","All adults (15-64)",9161,3.2,1.4
"Slovenia","SI",2018,4.3,"Amphetamines","Lifetime","Young adults (15-34)",3054,5.6,2.8
"Slovenia","SI",2018,0.4,"Amphetamines","Last year","All adults (15-64)",9161,0.6,0.3
"Slovenia","SI",2018,1.1,"Amphetamines","Last year","Young adults (15-34)",3054,1.4,0.7
"Slovenia","SI",2018,0.2,"Amphetamines","Last month","All adults (15-64)",9161,0.3,0.1
"Slovenia","SI",2018,0.5,"Amphetamines","Last month","Young adults (15-34)",3054,0.8,0.2
"Slovenia","SI",2018,2.9,"Ecstasy","Lifetime","All adults (15-64)",9161,3.6,2.2
"Slovenia","SI",2018,4.7,"Ecstasy","Lifetime","Young adults (15-34)",3054,5.2,4.1
"Slovenia","SI",2018,0.5,"Ecstasy","Last year","All adults (15-64)",9161,0.6,0.3
"Slovenia","SI",2018,1.3,"Ecstasy","Last year","Young adults (15-34)",3054,1.6,0.9
"Slovenia","SI",2018,0.2,"Ecstasy","Last month","All adults (15-64)",9161,0.3,0.1
"Slovenia","SI",2018,0.5,"Ecstasy","Last month","Young adults (15-34)",3054,0.7,0.3
"Slovenia","SI",2018,2.2,"LSD","Lifetime","All adults (15-64)",9161,2.9,1.4
"Slovenia","SI",2018,3.5,"LSD","Lifetime","Young adults (15-34)",3054,4.4,2.5
"Slovenia","SI",2018,0.3,"LSD","Last year","All adults (15-64)",9161,0.4,0.2
"Slovenia","SI",2018,0.8,"LSD","Last year","Young adults (15-34)",3054,1,0.6
"Slovenia","SI",2018,0.1,"LSD","Last month","All adults (15-64)",9161,0.1,0
"Slovenia","SI",2018,0.2,"LSD","Last month","Young adults (15-34)",3054,0.2,0.1
"Slovenia","SI",2018,80.2,"Alcohol","Last year","All adults (15-64)",9161,85,75
"Slovenia","SI",2018,82.8,"Alcohol","Last year","Young adults (15-34)",3054,86,79.4
"Slovenia","SI",2012,67.1,"Alcohol","Last month","All adults (15-64)",7514,74.7,59.1
"Slovenia","SI",2012,69.5,"Alcohol","Last month","Young adults (15-34)",,75.8,62.8
"Spain","ES",2022,40.9,"Cannabis","Lifetime","All adults (15-64)",26344,48.8,32.9
"Spain","ES",2022,47.2,"Cannabis","Lifetime","Young adults (15-34)",11495,53.4,40.8
"Spain","ES",2022,10.6,"Cannabis","Last year","All adults (15-64)",26344,14.4,6.8
"Spain","ES",2022,19.1,"Cannabis","Last year","Young adults (15-34)",11495,24,13.9
"Spain","ES",2022,8.6,"Cannabis","Last month","All adults (15-64)",26344,12,5.2
"Spain","ES",2022,15.1,"Cannabis","Last month","Young adults (15-34)",11495,19.7,10.4
"Spain","ES",2022,12,"Cocaine","Lifetime","All adults (15-64)",26344,17.4,6.6
"Spain","ES",2022,10.7,"Cocaine","Lifetime","Young adults (15-34)",11495,14.7,6.5
"Spain","ES",2022,2.4,"Cocaine","Last year","All adults (15-64)",26344,3.6,1.1
"Spain","ES",2022,3.1,"Cocaine","Last year","Young adults (15-34)",11495,4.3,1.9
"Spain","ES",2022,1.4,"Cocaine","Last month","All adults (15-64)",26344,2.1,0.6
"Spain","ES",2022,1.8,"Cocaine","Last month","Young adults (15-34)",11495,2.4,1.1
"Spain","ES",2022,4.6,"Amphetamines","Lifetime","All adults (15-64)",26344,6.9,2.3
"Spain","ES",2022,4.2,"Amphetamines","Lifetime","Young adults (15-34)",11495,5.6,2.9
"Spain","ES",2022,0.6,"Amphetamines","Last year","All adults (15-64)",26344,0.8,0.3
"Spain","ES",2022,1.1,"Amphetamines","Last year","Young adults (15-34)",11495,1.4,0.7
"Spain","ES",2022,0.2,"Amphetamines","Last month","All adults (15-64)",26344,0.3,0.1
"Spain","ES",2022,0.4,"Amphetamines","Last month","Young adults (15-34)",11495,0.5,0.3
"Spain","ES",2022,5.1,"Ecstasy","Lifetime","All adults (15-64)",26344,7.4,2.9
"Spain","ES",2022,6.3,"Ecstasy","Lifetime","Young adults (15-34)",11495,8.1,4.4
"Spain","ES",2022,0.8,"Ecstasy","Last year","All adults (15-64)",26344,1,0.5
"Spain","ES",2022,1.8,"Ecstasy","Last year","Young adults (15-34)",11495,2,1.5
"Spain","ES",2022,0.2,"Ecstasy","Last month","All adults (15-64)",26344,0.3,0.1
"Spain","ES",2022,0.5,"Ecstasy","Last month","Young adults (15-34)",11495,0.7,0.3
"Spain","ES",2022,93.2,"Alcohol","Lifetime","All adults (15-64)",26344,94.9,91.4
"Spain","ES",2022,90.3,"Alcohol","Lifetime","Young adults (15-34)",11495,91.4,89.2
"Spain","ES",2022,76.4,"Alcohol","Last year","All adults (15-64)",26344,82.1,70.8
"Spain","ES",2022,78.9,"Alcohol","Last year","Young adults (15-34)",11495,82.1,75.5
"Spain","ES",2022,64.5,"Alcohol","Last month","All adults (15-64)",26344,73.1,55.7
"Spain","ES",2022,65.6,"Alcohol","Last month","Young adults (15-34)",11495,70.8,60.3
"Spain","ES",2022,69.6,"Tobacco","Lifetime","All adults (15-64)",26344,74.4,64.8
"Spain","ES",2022,62.4,"Tobacco","Lifetime","Young adults (15-34)",11495,65.3,59.4
"Spain","ES",2022,39,"Tobacco","Last year","All adults (15-64)",26344,44,34
"Spain","ES",2022,39.5,"Tobacco","Last year","Young adults (15-34)",11495,43.4,35.5
"Spain","ES",2022,37.2,"Tobacco","Last month","All adults (15-64)",26344,42.2,32.3
"Spain","ES",2022,36.8,"Tobacco","Last month","Young adults (15-34)",11495,40.8,32.7
"Sweden","SE",2022,17.8,"Cannabis","Lifetime","All adults (15-64)",9969,22.5,12.9
"Sweden","SE",2022,22.9,"Cannabis","Lifetime","Young adults (15-34)",2704,27.8,17.7
"Sweden","SE",2022,3.2,"Cannabis","Last year","All adults (15-64)",9969,4.1,2.3
"Sweden","SE",2022,6.6,"Cannabis","Last year","Young adults (15-34)",2704,8,5.2
"Sweden","SE",2022,1.2,"Cannabis","Last month","All adults (15-64)",9969,1.5,0.8
"Sweden","SE",2022,2.3,"Cannabis","Last month","Young adults (15-34)",2704,2.9,1.8
"Sweden","SE",2021,1.3,"Cocaine","Last year","All adults (15-64)",6562,1.7,0.9
"Sweden","SE",2021,2.8,"Cocaine","Last year","Young adults (15-34)",1928,3.2,2.3
"Sweden","SE",2021,0.2,"Cocaine","Last month","All adults (15-64)",6562,0.4,0.1
"Sweden","SE",2021,0.4,"Cocaine","Last month","Young adults (15-34)",1928,0.5,0.2
"Sweden","SE",2021,0.7,"Amphetamines","Last year","All adults (15-64)",6562,0.9,0.6
"Sweden","SE",2021,1.6,"Amphetamines","Last year","Young adults (15-34)",1928,1.8,1.5
"Sweden","SE",2021,0.2,"Amphetamines","Last month","All adults (15-64)",6562,0.2,0.1
"Sweden","SE",2021,0.4,"Amphetamines","Last month","Young adults (15-34)",1928,0.6,0.2
"Sweden","SE",2021,0.8,"Ecstasy","Last year","All adults (15-64)",6562,0.9,0.8
"Sweden","SE",2021,2,"Ecstasy","Last year","Young adults (15-34)",1928,2,2
"Sweden","SE",2021,0.1,"Ecstasy","Last month","All adults (15-64)",6562,0.2,0.1
"Sweden","SE",2021,0.3,"Ecstasy","Last month","Young adults (15-34)",1928,0.5,0.2
"Sweden","SE",2021,85.3,"Alcohol","Last year","All adults (15-64)",6562,85.9,84.7
"Sweden","SE",2021,80.2,"Alcohol","Last year","Young adults (15-34)",1928,79.6,81.1
"Sweden","SE",2017,6,"Tobacco","Last year","All adults (15-64)",7990,5.3,6.7
"Sweden","SE",2017,5.3,"Tobacco","Last year","Young adults (15-34)",2442,4.5,6
"Türkiye","TR",2017,2.7,"Cannabis","Lifetime","All adults (15-64)",,5.4,0.2
"Türkiye","TR",2017,3.9,"Cannabis","Lifetime","Young adults (15-34)",,7.3,0.4
"Türkiye","TR",2017,1.1,"Cannabis","Last year","All adults (15-64)",,2.2,0.1
"Türkiye","TR",2017,1.8,"Cannabis","Last year","Young adults (15-34)",,3.5,0.2
"Türkiye","TR",2017,0.8,"Cannabis","Last month","All adults (15-64)",,1.5,0
"Türkiye","TR",2017,1.2,"Cannabis","Last month","Young adults (15-34)",,2.4,0.1
"Türkiye","TR",2017,0.2,"Cocaine","Lifetime","All adults (15-64)",,0.3,0
"Türkiye","TR",2017,0.3,"Cocaine","Lifetime","Young adults (15-34)",,0.5,0
"Türkiye","TR",2017,0.1,"Cocaine","Last year","All adults (15-64)",,0.1,
"Türkiye","TR",2017,0.1,"Cocaine","Last year","Young adults (15-34)",,0.2,
"Türkiye","TR",2017,0,"Cocaine","Last month","All adults (15-64)",,0,
"Türkiye","TR",2017,0,"Cocaine","Last month","Young adults (15-34)",,0.1,
"Türkiye","TR",2017,0,"Amphetamines","Lifetime","All adults (15-64)",,0.1,
"Türkiye","TR",2017,0.1,"Amphetamines","Lifetime","Young adults (15-34)",,0.1,
"Türkiye","TR",2017,0.4,"Ecstasy","Lifetime","All adults (15-64)",,0.7,0
"Türkiye","TR",2017,0.6,"Ecstasy","Lifetime","Young adults (15-34)",,1,0.1
"Türkiye","TR",2017,0.1,"Ecstasy","Last year","All adults (15-64)",,0.2,
"Türkiye","TR",2017,0.2,"Ecstasy","Last year","Young adults (15-34)",,0.3,
"Türkiye","TR",2017,0.1,"Ecstasy","Last month","All adults (15-64)",,0.1,
"Türkiye","TR",2017,0.1,"Ecstasy","Last month","Young adults (15-34)",,0.2,
"Türkiye","TR",2017,0,"LSD","Lifetime","All adults (15-64)",,0.1,
"Türkiye","TR",2017,0.1,"LSD","Lifetime","Young adults (15-34)",,0.2,
"Türkiye","TR",2017,0,"LSD","Last year","All adults (15-64)",,0,
"Türkiye","TR",2017,0,"LSD","Last year","Young adults (15-34)",,0,
"Türkiye","TR",2017,0,"LSD","Last month","All adults (15-64)",,0,
"Türkiye","TR",2017,0,"LSD","Last month","Young adults (15-34)",,0,
"Türkiye","TR",2017,22.1,"Alcohol","Lifetime","All adults (15-64)",,34.3,10.7
"Türkiye","TR",2017,22.1,"Alcohol","Lifetime","Young adults (15-34)",,34.3,10.7
"Türkiye","TR",2017,12.7,"Alcohol","Last year","All adults (15-64)",,19.8,6
"Türkiye","TR",2017,14.9,"Alcohol","Last year","Young adults (15-34)",,22.2,7.4
"Türkiye","TR",2017,8.6,"Alcohol","Last month","All adults (15-64)",,13.8,3.7
"Türkiye","TR",2017,10.3,"Alcohol","Last month","Young adults (15-34)",,15.6,4.8
"Türkiye","TR",2017,47,"Tobacco","Lifetime","All adults (15-64)",,61.9,33.2
"Türkiye","TR",2017,47,"Tobacco","Lifetime","Young adults (15-34)",,61.9,33.2
"Türkiye","TR",2017,33.4,"Tobacco","Last year","All adults (15-64)",,45,22.5
"Türkiye","TR",2017,33.2,"Tobacco","Last year","Young adults (15-34)",,45.4,20.6
"Türkiye","TR",2017,31.5,"Tobacco","Last month","All adults (15-64)",,42.8,21
"Türkiye","TR",2017,31.2,"Tobacco","Last month","Young adults (15-34)",,43.1,18.9
